document_id	title	publish_date	session	authors	views	depth	full_reads_percent	ctr
6207ce209a7947d5ec9445ee	"В Минобороны Украины заявили об отсутствии планов по нападению на Россию
                
                                                    

    

    Политика, 19:12"	2022-02-12 16:12:42	BEYEAFpMQuOwfp-y0pKRNQ	[]	23919	1.222	35.248	0.0
6202af5a9a79479d5518bd78	"Посол Белоруссии посетил МИД Армении после слов Лукашенко
                
                                                    

    

    Политика, 21:43"	2022-02-08 18:43:08	EL36_6ItTaO7nqZ3nK_eWA	[]	11514	1.174	59.805	0.0
6255ae6f9a79476669cc502e	«Аэрофлот» объяснил замену шампанского в бизнес-классе на российское	2022-04-12 17:39:41	Nk0YpJ7xQsirXCu_Gew6qQ	['619226fb9a7947e681606cc3','606dc7aa9a7947c368c1d46c']	12774	1.053	20.15	5.203
61f941149a7947894c2fbb9a	"Часть Тюмени осталась без света из-за аварии на линии электропередачи
                
                                                    

    

    Общество, 17:58"	2022-02-01 14:58:29	RDE59febRmu-G71s6e9S5w	[]	3219	1.18	30.724	0.0
626101d59a79476b56335540	Шойгу доложил Путину о взятии Мариуполя	2022-04-21 07:04:50	Ht0a77bAQNC1TDIy127qtQ	['5a9fa2e39a79470cd086f61a']	34493	1.09	34.859	8.225
620f69bf9a79476fdd9b64cc	Генпрокуратура России признала нежелательной украинскую организацию	2022-02-18 10:12:33	0Wvcs2aBTFWA5i1ZnWI1tw	['5a8d11a39a7947c5e1550980']	11920	1.112	27.836	1.335
6259e6079a79475e38789dd7	"S7 разрешила оплату билетов по частям с помощью сервиса «Долями»
                
                                                    

    

    Бизнес, 01:00"	2022-04-15 22:00:51	gYL2vmoPSyqUl6n59Dmrzw	[]	2081	1.053	61.941	0.0
620668809a79477083bfd074	"Вера в IT: почему в России родители отдают детей в программисты
                
                                                    

    

    Дискуссионный клуб, 16:47"	2022-02-11 13:47:47	pUdJEerJRMWeTAdXPetzNQ	[]	15461	1.145	19.164	0.0
620529b19a7947828bbc65ac	"В Минздраве сообщили о выдаче COVID-сертификатов по экспресс-тестам
                
                                                    

    

    Общество, 18:50"	2022-02-10 15:50:49	xb8iZwfCSta8qMmtgevraA	[]	20876	1.194	34.786	0.0
626b13709a7947b334198759	Посол США назвал «ядерным шантажом» слова Лаврова о риске ядерной войны	2022-04-28 22:57:38	lycrwXO0T42NqQpgLKaErw	['606dbb339a7947bd8e80a947']	6990	1.035	24.077	3.403
6279323b9a79477df101200b	Шольц заявил, что Россия вынудила Германию поставлять оружие Украине	2022-05-09 15:35:29	0BDZ-74PT-qfO3rUvRO-Gg	['5a8d11a39a7947c5e1550980']	12563	1.033	27.382	4.117
61f91d059a794775c5bef81d	"Еврокомиссия утвердила финансовую помощь Украине на €1,2 млрд
                
                                                    

    

    Политика, 15:08"	2022-02-01 12:08:40	jXAThCGdS7WIBZmupmxdZg	[]	5913	1.182	41.705	0.0
620f4dd09a794760d527fc06	«Что же красота?» Как представители Киева и Москвы прочитали стихи в ООН	2022-02-18 08:00:01	yKlFAOdpSkekZxFozQswcg	[]	16788	1.236	55.391	1.466
620a8bac9a79471f2e08efa8	Минфин назвал возможный лимит вложений в криптовалюту для начинающих	2022-02-14 18:19:04	7f_a1FUmRa-bTwozk0hkMQ	['5e1ddee09a7947609de2f69b']	10011	1.159	29.098	1.437
620246979a79476e6c20220c	"Кремль сообщил о планах отвести войска из Белоруссии после учений
                
                                                    

    

    Политика, 13:41"	2022-02-08 10:41:15	dZfy9geMTPiLYA_ezIn47Q	[]	25261	1.18	43.478	0.0
6200d7569a79476de7bd3874	"Гинцбург назвал недолгой защиту от новых штаммов у переболевших COVID-19
                
                                                    

    

    Общество, 11:53"	2022-02-07 08:53:19	r76IrZoCQuWBXv1OFXbMJA	[]	24355	1.129	32.162	0.0
624ed04f9a7947becbfb37f9	РКН назвал сервисы Google, на которые распространятся ограничения	2022-04-07 12:31:05	VGq-VQhPRFuJTjrMVELe4A	['619226fb9a7947e681606cc3','5423d729cbb20f5238b0221b']	13383	1.136	28.036	1.79
6204fb3b9a79476726f66eec	Переговоры Токаева и Путина в Москве. Видео	2022-02-10 11:47:42	uC2rNDUqS7ejzagZjfYMRA	[]	54988	1.164	56.994	1.737
626c54ec9a794725c4d2a46c	"Пентагон отверг влияние на позицию Украины в переговорах с Россией
                
                                                    

    

    Политика, 01:09"	2022-04-29 22:09:10	9pRwqHceRm2DX01tbSnFgw	[]	2127	1.04	50.494	0.0
6203a1289a7947ed775bb4e7	"Путин призвал суды принимать справедливые решения и давать быстрый отклик
                
                                                    

    

    Общество, 15:05"	2022-02-09 12:05:46	kBLvZrpsSPCk193EZ7qfzw	[]	2425	1.135	36.0	0.0
624d79399a794748b2cab87d	Керимов лишился контроля в крупнейшей золоторудной компании России	2022-04-06 11:49:40	RlZLAthFRT-8vBhyJYGB7w	['54215736cbb20f5cdfa7a8ce','6239c1df9a7947d8bb8f1236']	40994	1.141	33.046	3.547
620116019a7947077181ab27	"Если в России запретят криптовалюту: в какие страны ехать майнерам
                        Там должна быть дешевая энергия, кадры и стабильный интернет"	2022-02-08 05:00:17	PnZs5317Q-if-nWitYDOeQ	['60658eac9a7947642683712d']	30855	1.136	11.217	1.217
627427429a794731324932db	В Швейцарии нашли полтонны кокаина в мешках для кофе на фабрике Nespresso	2022-05-05 20:53:28	t8p4ritXQxWBNRB-Ga-0qQ	['5f106dd79a7947e2d2c14f68']	5083	1.064	45.642	4.934
627dee259a79475ee9f3550f	"Маск заявил, что Трамп как кандидат в президенты разобщает общество
                
                                                    

    

    Политика, 09:11"	2022-05-13 06:11:09	2hiwyZYPQw2QWu4hcrsqjw	[]	2971	1.057	43.15	0.0
625d115c9a794792585c1fd3	Минобороны заявило об ударах по объектам Украины высокоточными ракетами	2022-04-18 07:35:53	SIbWm5M0TrelgaTaZS0WOA	['5a9fa2e39a79470cd086f61a']	15287	1.068	42.67	3.945
62075f599a7947b662bfba3b	В Туркмении в марте пройдут досрочные выборы президента	2022-02-12 07:25:26	w93cxONeQvuH2xpzkZIPjA	['5edf68259a79470758e7ab2d']	44653	1.251	49.423	2.362
6255c9ff9a79476f02144c19	СБУ подтвердила задержание Медведчука в ходе спецоперации	2022-04-12 18:52:52	Nk0YpJ7xQsirXCu_Gew6qQ	['619226fb9a7947e681606cc3']	54273	1.081	47.532	13.272
620a44f89a79478173088361	В Санкт-Петербурге существенно снизилось число переуступок	2022-02-14 12:10:07	PLw8BVBUQE-yND7SmyxCxg	[]	11714	1.199	23.331	2.833
6267d2529a794700c74d6bba	Суд в Москве оштрафовал TikTok на ₽2 млн за неудаление ЛГБТ-роликов	2022-04-26 11:33:19	gjNS9pbMSoORy3Cb_3QIow	['613b28519a7947487b98a91b','5a9fa2e39a79470cd086f61a']	1773	1.047	25.155	0.666
61fdbea99a7947a80db9f216	Федерация журналистов призвала Европу не использовать СМИ как оружие	2022-02-05 00:05:32	y8oUAmzqRfidhZWglZfJZA	['604f2c199a79478ec0029eae']	35953	1.155	31.491	2.13
6277f31a9a7947314d7965b7	Минобороны сообщило об уничтожении на Украине техники США и резерва ВСУ	2022-05-08 16:49:16	WZCeU0vyQNOVfwsc2fFoUQ	[]	22999	1.056	23.497	6.04
627490ac9a794746b4ad3f47	"Два штата подали иск против Байдена за «сговор» с соцсетями
                
                                                    

    

    Политика, 06:29"	2022-05-06 03:29:36	8vEfTHKRTM2HdBkvfLG38A	[]	8841	1.05	39.113	0.0
62012cd99a794711213c14f9	"Счетная палата оценит готовность России к падению спроса на нефть и газ
                        Анализ покажет, насколько снизятся доходы бюджета"	2022-02-07 21:00:37	a7aeO6rTS4GCrXCb3bSq-Q	['61fcf3d49a794754b3f9e39e']	8010	1.138	14.769	0.936
6262dd279a794721e2952ce4	Минобороны сообщило о «нормализации обстановки» в Мариуполе	2022-04-22 16:57:58	JnHkTFIIRGO2twfI3UYLUA	['5a8d11a39a7947c5e1550980']	6867	1.074	31.615	1.891
624775539a79470a925848da	"Госдепартамент США анонсировал тур Нуланд по Европе со 2 по 9 апреля
                
                                                    

    

    Политика, 01:25"	2022-04-01 22:25:48	PBralm0AQIOt_Dclv68SwA	[]	3769	1.15	40.913	0.0
624188fe9a7947e5b05157f2	Bloomberg отключит Россию от своих терминалов	2022-03-28 10:33:08	r70ouyJIQ1mC2nVZrzyaSA	['54215736cbb20f5cdfa7a8ce','561cc20e9a7947674469b1cb','5a9fa2e39a79470cd086f61a']	76830	1.104	25.526	4.789
620705209a79479fc7b1225b	"Полянский счел «вторым дыханием паникеров» сообщение об атаке на Киев
                
                                                    

    

    Политика, 04:12"	2022-02-12 01:12:51	UNiDDpUtTbCRhEBHxzYs7Q	[]	10945	1.186	44.185	0.0
625d6e559a7947bfcc4a4be2	В петербургской розничной сети ввели внешнее управление	2022-04-18 14:25:36	XvZForU2Ri2KRhK434wPeg	[]	4530	1.045	12.009	6.593
625f0aca9a79474e5550c206	"Умер президент ИСАА МГУ Михаил Мейер
                
                                                    

    

    Общество, 23:03"	2022-04-19 20:03:27	AnFOConmTIu17q_WeOVt_g	['604f2c199a79478ec0029eae']	1236	1.055	34.709	0.0
620a46219a794781dc291a08	"В Кремле подтвердили встречу Путина и Лукашенко в ближайшее время
                
                                                    

    

    Политика, 15:34"	2022-02-14 12:34:37	s6CwbNLoSOCAL8CrcCs7mA	[]	11253	1.248	31.556	0.0
6201505d9a7947206c1d0347	Глава МИД Германии назвала Украине сценарии хуже «танковой атаки»	2022-02-07 17:24:05	n7O-fN1GSmCS8LEcu0y5ow	['54195a4fcbb20f219d7fa7dd']	335511	1.081	20.449	11.016
62050e999a794774d14888a3	"Минск выразил протест после замены белорусского флага на Украине
                
                                                    

    

    Политика, 16:45"	2022-02-10 13:45:14	FasbisM3TUeR6Btgicpgig	[]	16775	1.157	27.839	0.0
6267e7d79a79470d8af7157a	«Яндекс» опроверг планы разделения на российскую и международную компании	2022-04-26 13:12:21	sr9dVs9RTfCpZSwi6wndKw	['6131f8eb9a794718ca935648','5b4c70ae9a79472e05ca3037']	2950	1.038	28.339	0.779
6266635b9a794772b4157c91	"В России выросло число покупателей нелегальных сигарет
                
                                                    

    

    Общество, 15:15"	2022-04-25 12:15:36	_5-7Vf04QJisQPjDL_LTNQ	[]	2546	1.061	48.979	0.0
625db0299a7947d767282409	США объявили российский ВПК целью следующих санкций	2022-04-18 19:04:29	wf2Ofd5FSQ6R4ewU4KYz5w	['604f2c199a79478ec0029eae']	19192	1.058	25.177	8.803
620608cc9a79473c93464354	"Экс-глава «Нафтогаза» предупредил о возможном банкротстве компании
                
                                                    

    

    Политика, 10:33"	2022-02-11 07:33:13	20BmQlR9TfihKbtpNlH9zg	[]	24449	1.105	37.274	0.0
6244200e9a794749dc5b9ce7	«РЖД» запускает туристические рейсы по Северо-Западу	2022-03-30 09:26:30	lfB6AqJxTLqC3O86muzltw	[]	9219	1.143	42.64	2.823
6241c3ae9a79470246894929	"Бастрыкин поручил расследовать обстрелы ВСУ российских машин медслужбы
                
                                                    

    

    Политика, 17:39"	2022-03-28 14:39:57	wMd3DMvYR8iN3vk4WuDp6w	[]	17743	1.146	39.007	0.0
625e6c9b9a79470a311cfc87	В Минобороны предупредили о провокации СБУ в Одесской области	2022-04-19 08:09:38	KAXWPa7KRu2SKQFSYy7nRQ	['619226fb9a7947e681606cc3']	14202	1.065	39.804	2.566
62427c679a7947329e62c78f	"Япония попросит компании страны не платить за российский газ в рублях
                
                                                    

    

    Политика, 06:37"	2022-03-29 03:37:59	emZMDmZIQlijLrdE2B7IVQ	[]	91709	1.15	48.972	0.0
626f69779a7947518f6559bb	Первая леди США посетит Румынию и Словакию	2022-05-02 05:38:11	VstXfbmVRO6KqK_fsvVMSg	['5a8d11a39a7947c5e1550980']	1975	1.06	28.304	1.611
625ea9ea9a79472a86e6727e	Минфин объяснил увеличение объема кредитов другим странам в марте	2022-04-19 14:23:20	3Sh9FeLyRLWyIJDWu4KUQg	['61fcf3d49a794754b3f9e39e']	6601	1.035	15.922	2.683
61f902c89a7947675010a95e	"Песков заявил, что Путин не планирует переговоры с Джонсоном 1 февраля
                
                                                    

    

    Политика, 12:59"	2022-02-01 09:59:05	dWlw5FDxQT-DT8ckxFMGkQ	[]	16517	1.184	53.938	0.0
627bb22c9a79479fee02004c	В десяти регионах сообщили о гибели военных на Украине	2022-05-11 15:56:25	F8VH6LiHRYyfUKKj6OqHbA	['619226fb9a7947e681606cc3']	18712	1.062	43.079	5.969
623a3db19a794703d582e864	"Пентагон не увидел причин для изменения сил сдерживания из-за России
                
                                                    

    

    Политика, 00:54"	2022-03-22 21:54:40	spEy4RGkTF6gVWC4M0J1EQ	['60bf2f0f9a79475cc856c5a1']	9751	1.127	41.719	0.0
624eb58d9a7947b2cbc7fe3a	"Бастрыкин провел в Донецке совещание по военным преступлениям Украины
                
                                                    

    

    Политика, 13:50"	2022-04-07 10:50:10	m2ZOsdBLQuaO-2PFewJmjQ	['619226fb9a7947e681606cc3']	9672	1.173	27.926	0.0
6268c5ab9a794750ea161e42	"Китай выразил протест из-за прохода эсминца США через Тайваньский пролив
                
                                                    

    

    Политика, 08:26"	2022-04-27 05:26:01	wJldXTcoRvmZw1TD8gqolQ	[]	2252	1.063	45.782	0.0
62794c879a7947836f35df5c	"Пентагон сообщил о передаче Украине более 85 гаубиц
                
                                                    

    

    Политика, 20:56"	2022-05-09 17:56:04	DxMgBlT2Tum94Het6sSH0A	[]	5441	1.07	43.705	0.0
620d1f0c9a794724696a95e7	"Кто выиграл от несостоявшейся войны на Украине. ЧЭЗ на телеканале РБК
                
                                                    

    

    Политика, 19:02"	2022-02-16 16:02:35	Okon1HJXTUeIW0JFNoH1vg	[]	6284	1.229	51.703	0.0
625810f59a7947b05d0fe622	"Роскомнадзор назначил единственного поставщика телеконтента в интернете
                
                                                    

    

    Технологии и медиа, 15:53"	2022-04-14 12:53:34	EafNloCcSJOBtRDl_mQmZw	[]	4766	1.071	33.655	0.0
62430ab79a794777aa67e70f	В Совфеде подготовят предложения по «купированию пятой колонны»	2022-03-29 14:05:34	6qD4Y67qRxKlHLd0QXoqvQ	['5f7479ee9a79477734fb6f0e']	70237	1.12	31.446	5.66
6275165e9a7947806734e760	Посольство России заявило о снижении случаев дискриминации русских в ФРГ	2022-05-13 04:30:44	5nDdXYSGTCqdv0end9ykRw	['613b3f049a7947536026e824']	6981	1.058	31.672	1.459
620968f29a79473344f5b694	"Украина провела военные учения в Донецкой области
                
                                                    

    

    Политика, 23:41"	2022-02-13 20:41:55	48OHMpbARNuxMX66bdWTWw	[]	4263	1.152	43.068	0.0
6201fa899a79474a61937ed6	"Закон о пожизненном заключении для педофилов вступил в силу
                
                                                    

    

    Общество, 08:32"	2022-02-08 05:32:44	YzDdpxhaT1uWgKobLinX5A	[]	16448	1.044	13.6	0.0
62529e779a79475820974cd1	"Минобороны показало видео пуска ракет «Калибр» из акватории Черного моря
                
                                                    

    

    Политика, 12:26"	2022-04-10 09:26:16	3ISaacpxQp2viRoKxoplzg	[]	16854	1.124	65.433	0.0
624febaf9a7947225f0058ee	Япония объявила персонами нон грата восемь российских дипломатов	2022-04-08 08:16:03	ioKx2lh3THewaIT02_tKJA	['5878a2ec9a7947e531faf52c']	15098	1.172	45.019	0.456
62615a8c9a79479c4e65424d	"Путин дал гражданство России исполнительнице русского шансона из Испании
                
                                                    

    

    Общество, 17:07"	2022-04-21 14:07:33	cReZC6UfSsmzd3uYlVTazA	[]	9174	1.092	33.835	0.0
61ffc1d19a794721f361d83c	«Умолял нас спасти его»: история мальчика в Марокко, упавшего в колодец	2022-02-06 12:48:55	edhMGUTuRuC0KDIEzgGO2g	[]	70320	1.62	56.503	5.161
6280e2b79a7947a68f970ea0	Ниинистё заявил, что готов обсудить с Эрдоганом членство Финляндии в НАТО	2022-05-15 11:51:20	YRrs3xTtQu66BdA6LiO9Zw	['619226fb9a7947e681606cc3']	2670	1.042	25.393	1.632
628471a39a79473c076bbc87	Песков сообщил о подготовке прямой линии с Путиным	2022-05-18 04:13:46	hym7sG-6ThSyWqH1XXB9fg	['619226fb9a7947e681606cc3']	11920	1.041	23.23	2.796
62023d849a79476750f26398	Кремль назвал невозможной «сделку» с Францией по Украине	2022-02-08 10:11:19	4ChU7wntRPONzpsuvX9lEg	['54244e01cbb20f03076b236d','57f797ee9a7947a5681d187e','60bf2f0f9a79475cc856c5a1']	137879	1.104	21.999	6.817
623b12619a7947516000dffe	Путин поручил перевести платежи за газ в рубли для недружественных стран	2022-03-23 12:28:50	Rzox5MWxQE6bd39_KsIvHA	['6130a7379a79472aeb4546e3','5da7289e9a7947302a3ab566']	436255	1.247	33.145	8.491
624d300c9a79472588790919	"Глава МИД Китая призвал «создавать возможности для мира»
                
                                                    

    

    Политика, 10:35"	2022-04-06 07:35:45	-uJ6Be_RTti3yO2wpWKK6Q	['60fa94ed9a7947b7152c986a']	22980	1.2	35.109	0.0
623899279a794778bb2cb901	Россия отказалась от переговоров с Японией по мирному договору	2022-03-21 15:26:45	14_nGpsmSlG7D1oBaQw8mQ	['58eb4a2d9a7947591ca3dd27','5b4c70ae9a79472e05ca3037','5cc18fcd9a79473f104a314a']	142362	1.114	42.608	5.23
6237aa969a79471efa7efa5e	Кличко сообщил о гибели человека из-за пожара в киевском торговом центре	2022-03-21 00:08:51	_ubOdwOeTPaeeEyAgtiB0Q	['5e1ddee09a7947609de2f69b']	2452	1.265	34.829	1.974
6282433e9a79470b9c70a35c	Заправки Shell в России начали закрываться	2022-05-16 12:59:45	NJv7HQcQR7egKZbNUfBjBQ	['5b4c70ae9a79472e05ca3037','54215736cbb20f5cdfa7a8ce']	10988	1.058	29.814	3.427
621061589a7947cd00267122	"Пентагон отказался считать «блефом» возможное вторжение России на Украину
                
                                                    

    

    Политика, 06:51"	2022-02-19 03:51:28	6eMvMw1PSOqarMiUuSKcSQ	[]	4791	1.142	37.842	0.0
62697cc49a79472497f950c3	"Путин поручил давать льготные кредиты при замещении иностранных компаний
                
                                                    

    

    Экономика, 20:40"	2022-04-27 17:40:43	jiZXC2MNSv-2S4sIF2oCwQ	[]	6423	1.057	48.451	0.0
6284b7ce9a794759628e1b71	"В Московском гарнизоне ответили на сообщение о поджоге военкомата
                
                                                    

    

    Общество, 12:42"	2022-05-18 09:42:47	LvSu_m1eTzKSq3-Ybfki0g	[]	3068	1.082	46.089	0.0
625367ca9a79478652ad02d5	Times сообщила о готовности Швеции и Финляндии вступить в НАТО этим летом	2022-04-10 23:31:47	N_AbpfTyQWGalazeBuhKmg	['5bfd1d039a794755995093f8']	9296	1.055	38.64	2.514
61fefd2e9a7947f559062837	"МИД не счел проблемой сопровождение канцлера ФРГ журналистами DW в Москве
                
                                                    

    

    Политика, 01:42"	2022-02-05 22:42:54	n0jIUdzJQUuA0xRC69NLAA	[]	7559	1.152	46.752	0.0
6200aef59a79475cde3d45b1	"В Астраханской области на чиновников завели дело после нападений собак
                
                                                    

    

    Общество, 09:13"	2022-02-07 06:13:48	xUA5jM7dRY2btWp8NlJjBQ	[]	4333	1.17	35.818	0.0
6262d56f9a79471f59a81696	"В МЧС сообщили о сокращении проверок бизнеса на 80% в условиях санкций
                
                                                    

    

    Бизнес, 20:13"	2022-04-22 17:13:12	6EJooktZQJujvUw2tnRqEA	[]	4170	1.074	44.628	0.0
621a39ba9a79472784f029d4	Какие места на Украине взяли под контроль российские военные. Карта	2022-04-21 08:03:36	a_uqOf_MSxS7poy0jAC22w	[]	120209	1.099	14.361	8.905
623d93f89a794757f38e83f8	Кремль заявил о начале усиления НАТО на востоке до  объявления об этом	2022-03-25 10:21:37	rK4VyQzIQiae9MQm0voBgA	['5b4c70ae9a79472e05ca3037']	135288	1.099	48.316	3.122
61f9b2c39a7947b2f7b75caa	"«Коммерсантъ» узнал о решении суда по ограничению для адвокатов Сафронова
                
                                                    

    

    Общество, 01:41"	2022-02-01 22:41:52	CtPHUlV3RQCaxC5QV3AgLQ	[]	2728	1.174	34.311	0.0
625958d79a79472774684032	Депутаты изменят резонансный законопроект о застройке заповедников	2022-04-18 09:50:15	2RTiWWRMT3OCXa7HrWMQuw	['5b03d0549a794754c8b8279d']	12593	1.038	12.547	1.779
61fa62e19a7947eaf41a9646	Путин присвоил Героя труда Миллеру и главе COVID-больницы Лысенко	2022-02-02 11:06:24	9sMWUTdbTlWY3cmqDZ8bvA	['604f2c199a79478ec0029eae']	20341	1.161	37.142	1.641
61fbce329a7947744c07d549	"Министр обороны Украины не увидел в Крыму подготовки России к наступлению
                
                                                    

    

    Политика, 16:21"	2022-02-03 13:21:30	NEddIytyTrOayctKfRxpjw	[]	25133	1.179	34.508	0.0
62544e1c9a7947e9895bcb1d	С какими лидерами чаще всего общаются Путин и Зеленский. Инфографика	2022-04-11 16:20:11	_niVs0w0QJWq5cPaXKCnKw	['61fcf5ac9a794755e4ff9e4c','5b8403979a79477107927783']	6830	1.061	41.04	3.433
62445a2a9a79476a01ea6c58	Россия смогла заплатить по внешним долгам из замороженных резервов	2022-03-31 14:21:02	CGQHF4hNSKa3rCnltr7NcQ	['54254690cbb20fa485b88cc9','60f80a849a79476b9fdcd9ca']	130976	1.093	17.441	9.381
625395e89a794790226f1ef2	"В Минэкономразвития опровергли решение по проекту железной дороги в ЯНАО
                
                                                    

    

    Бизнес, 06:04"	2022-04-11 03:04:45	eri_kRzGR-q8bIt7Rj6YnQ	[]	2511	1.07	48.029	0.0
6243e0299a794730a2b98574	"Глава Белгородской области заявил о контроле ситуации на месте взрывов
                
                                                    

    

    Политика, 08:57"	2022-03-30 05:57:55	4Q1L8YeRTA-hUzcjF7PXCg	[]	25881	1.169	41.726	0.0
623de3da9a79478054f5f056	Представитель Абрамовича опроверг данные о его планах купить дом в Дубае	2022-03-25 15:52:13	YfjXxARhRhmeYIGWJCwQPw	['54215736cbb20f5cdfa7a8ce','5b4c70ae9a79472e05ca3037']	14997	1.166	48.65	1.321
625908939a794701732801f2	"Глава Севастополя назвал затонувший крейсер «Москва» символом для города
                
                                                    

    

    Политика, 09:20"	2022-04-15 06:20:18	3rtN-LCIT6ei-i_p0aj61Q	[]	11581	1.077	51.749	0.0
61f7bb049a794774772208d2	«Это красные флаги»: врачи назвали тревожные симптомы COVID у детей	2022-02-06 13:33:23	wh4dirxNRQaPTyOOLtVz_g	[]	26172	1.133	28.882	4.186
61f8905e9a7947389772188f	"Минздрав продлил срок годности вакцины «Эпиваккорона» до 10 месяцев
                
                                                    

    

    Общество, 04:47"	2022-02-01 01:47:51	RWt7g1muQVeg6cebimfsxQ	[]	22002	1.156	35.41	0.0
6268fa3e9a794765e16018fd	Schneider Electric продаст российские активы менеджменту	2022-04-27 08:47:54	EkaGyEsMQ1yYDv25jlmaKA	['604f2c199a79478ec0029eae']	10567	1.058	21.264	4.353
62618cee9a7947b0d14fa213	Минобороны сообщило о поражении 450 украинских объектов за день	2022-04-21 17:00:24	YRELu5ojTMSXX_CLrUQWPA	[]	10933	1.071	26.9	3.555
623806c09a79473291ad3e71	"В китайском Шэньчжене возобновили работу производства после вспышки COVID
                
                                                    

    

    Бизнес, 08:45"	2022-03-21 05:45:17	GylNgzXTSn22iNy33CAVQQ	['61309cc39a7947257ab1d378']	9597	1.116	58.143	0.0
627345d99a794756992620de	"В Крыму сообщили о прорыве транспортной блокады со стороны Украины
                
                                                    

    

    Политика, 07:22"	2022-05-05 04:22:28	l6yLC603Th-lH8_ljLyIqg	[]	14811	1.06	29.775	0.0
6241e2059a79470eeb014e38	Европейский банк реконструкции и развития закроет офисы в Москве и Минске	2022-03-28 16:36:19	g579zSqfRZeT_kT2YEjGQw	['5a8d11a39a7947c5e1550980']	35344	1.126	41.738	1.317
624d11ea9a794717ff4ad9a4	"Постпред США сочла невозможным исключение России из Совбеза ООН
                
                                                    

    

    Политика, 07:59"	2022-04-06 04:59:48	DalwrvqYSqO-gqsz9d1bcg	['61309cc39a7947257ab1d378']	33408	1.208	35.351	0.0
620059b79a7947497dc98eed	"Кандидат в президенты Франции Пекресс призвала Россию к миру на русском
                
                                                    

    

    Политика, 02:53"	2022-02-06 23:53:55	MHdbNi4ETeKGg3yFLDDVRg	[]	11457	1.139	41.739	0.0
61fb40979a794738c8e0c130	"В школах Красноярска вновь отменили занятия из-за сообщений о минировании
                
                                                    

    

    Общество, 05:47"	2022-02-03 02:47:49	WjQxtxMMTHO3DMHzQH289w	[]	4673	1.158	37.727	0.0
624ffcc59a7947299d625475	Абызов назвал обвинение «произвольным сочинением на тему УК»	2022-04-08 12:36:30	U7SARjV7Ra605FCyRW6LWA	['59a9400f9a79470c57a3a420']	16765	1.109	29.072	2.351
6270af099a79479642af13c1	СК завел уголовные дела против 75 наемников, воюющих на стороне Украины	2022-05-03 04:33:29	9Zh-kpoMQiWAwZh4OOTAaQ	[]	15293	1.058	37.455	2.044
625e81029a794714acf2e65e	В Кремле назвали частично верными сообщения о встрече Путина с бизнесом	2022-04-19 09:36:06	3FV8OVArSvOtSuYcY67p_g	['60bf2f0f9a79475cc856c5a1']	8155	1.049	26.708	3.943
6209aed99a7947446de26574	"Эксперты оценили вредность назальной вакцины от COVID-19
                
                                                    

    

    Общество, 04:33"	2022-02-14 01:33:03	8iUi9X8aQGGZspU71FFrzA	[]	13948	1.156	32.879	0.0
625be2ba9a79474879213646	В Харькове снесли бюст Жукова	2022-04-17 10:16:02	jQd1YkrDQoqd9bwUKcqUXg	['5edf68259a79470758e7ab2d']	15654	1.072	44.934	4.829
6253314d9a79477a75242a86	"Ле Пен пообещала стать «президентом всех французов» в случае победы
                
                                                    

    

    Политика, 10 апр, 23:59"	2022-04-10 20:59:44	XtrIX-NJT_yqTQikdxLoKQ	['6206513e9a79476587e1e14e']	3028	1.062	48.646	0.0
620e30e79a79477fbf6c523b	"В Еврокомиссии заявили о наращивании российских сил у границы с Украиной
                
                                                    

    

    Политика, 15:24"	2022-02-17 12:24:20	mUdgyenoQi6P8JDOsAnbJA	[]	13246	1.2	38.162	0.0
6245ac649a7947e251ac45d2	"В Сербии пройдут выборы президента и парламента
                        Откажется ли Белград после них от пророссийской политики"	2022-04-01 07:00:17	R9SXpAFmQYyMSRvVCxfBzw	['613b3f049a7947536026e824']	19006	1.143	26.718	2.654
627f84c09a79475b550de6dc	"Новым президентом ОАЭ стал младший брат бывшего главы государства
                
                                                    

    

    Политика, 13:41"	2022-05-14 10:41:42	w5wm9bt_QK2sf2r2jBzKkQ	[]	3565	1.058	52.819	0.0
624ef7839a7947d1ec674fff	СК завел дело об обстреле Белгородской области кассетными боеприпасами	2022-04-07 15:08:45	feT49G-4SWaNXxB3MsSUjQ	['5b4c70ae9a79472e05ca3037']	17732	1.123	29.32	1.674
628229d39a794700cbcf97fc	«Силовые машины» прокомментировали слухи об активах Siemens	2022-05-16 10:43:31	oWJwogDrT6CrG9v8tgITTg	[]	5767	1.093	34.316	4.508
625644a69a794703fca96733	Крупнейший независимый трейдер прекратит покупку нефти из России	2022-04-13 03:39:09	awMdLVkrQ0-cvkotPj4Dvg	['60bf2f0f9a79475cc856c5a1']	35124	1.049	25.162	4.959
61f95abb9a794795a69584de	Лавров назвал Блинкену тему, которую Россия не позволит «замотать»	2022-02-01 16:21:52	_NadWLl6TS6AmgfCme8y8A	['604f2c199a79478ec0029eae']	45222	1.161	24.064	7.29
6260cf129a794742285eb708	"При крушении самолета в столице Гаити погибли шесть человек
                
                                                    

    

    Общество, 06:48"	2022-04-21 03:48:32	5Gmm2EOlTqal2IvSrP2rbg	[]	1974	1.057	45.795	0.0
62750df19a79477c9ee5fac0	«Сжигают мосты»: IT-гигант продаёт в Петербурге офисы за 7 млрд рублей	2022-05-06 12:12:36	-_VccTyYQkS8fKGnZNC1nw	[]	12125	1.067	25.946	7.091
